Product Name,Color,Product URL,Unique Color ID,Price Before,Price After
Ethan Twill Pant,Black,https://www.thereformation.com/products/ethan-twill-pant/1312654SLA.html?dwvar_1312654SLA_color=BLK,B12A3K,$198,$99
Ethan Twill Pant,Olive Oil,https://www.thereformation.com/products/ethan-twill-pant/1312654SLA.html?dwvar_1312654SLA_color=OLI,O12I22E15I12,$198,$99
Ethan Twill Pant,Slate,https://www.thereformation.com/products/ethan-twill-pant/1312654SLA.html?dwvar_1312654SLA_color=SLA,S12A20E,$198,$99
Santana Linen Two Piece,Cherry,https://www.thereformation.com/products/santana-linen-two-piece/1314997DCY.html?dwvar_1314997DCY_color=CHR,C8E18R25,$278,$139
Santana Linen Two Piece,Delicacy,https://www.thereformation.com/products/santana-linen-two-piece/1314997DCY.html?dwvar_1314997DCY_color=DCY,D5L9C1C25,$278,$139
Wilder High Rise Relaxed Jean Shorts,Atwood,https://www.thereformation.com/products/wilder-high-rise-relaxed-jean-shorts/1312142FDL.html?dwvar_1312142FDL_color=ATW,A20W15O4,$128,$64
Wilder High Rise Relaxed Jean Shorts,Donner,https://www.thereformation.com/products/wilder-high-rise-relaxed-jean-shorts/1312142FDL.html?dwvar_1312142FDL_color=DNN,D15N14E18,$128,$64
Wilder High Rise Relaxed Jean Shorts,Lethe,https://www.thereformation.com/products/wilder-high-rise-relaxed-jean-shorts/1312142FDL.html?dwvar_1312142FDL_color=EHT,L5T8E,$128,$64
Wilder High Rise Relaxed Jean Shorts,Fior Di Latte,https://www.thereformation.com/products/wilder-high-rise-relaxed-jean-shorts/1312142FDL.html?dwvar_1312142FDL_color=FDL,F9O18D9L1T20,$128,$64
Wilder High Rise Relaxed Jean Shorts,Galway,https://www.thereformation.com/products/wilder-high-rise-relaxed-jean-shorts/1312142FDL.html?dwvar_1312142FDL_color=GWY,G1L23A25,$128,$64
Wilder High Rise Relaxed Jean Shorts,Vana,https://www.thereformation.com/products/wilder-high-rise-relaxed-jean-shorts/1312142FDL.html?dwvar_1312142FDL_color=VVA,V1N1,$128,$64
Beyonca Knit Dress,Au Naturale,https://www.thereformation.com/products/beyonca-knit-dress/1312705HNH.html?dwvar_1312705HNH_color=AUN,A21N1T21R1L5,$178,$53.40
Beyonca Knit Dress,Hannah,https://www.thereformation.com/products/beyonca-knit-dress/1312705HNH.html?dwvar_1312705HNH_color=HNH,H1N14A8,$178,$53.40
Tillie Linen Short,Black,https://www.thereformation.com/products/tillie-linen-short/1315715TCS.html?dwvar_1315715TCS_color=BLK,B12A3K,$98,$49
Tillie Linen Short,Slate Check,https://www.thereformation.com/products/tillie-linen-short/1315715TCS.html?dwvar_1315715TCS_color=STC,S12A20E3H5C11,$98,$49
Tillie Linen Short,Tuscan Sun,https://www.thereformation.com/products/tillie-linen-short/1315715TCS.html?dwvar_1315715TCS_color=TCS,T21S3A14S21N,$98,$49
Tillie Linen Short,White,https://www.thereformation.com/products/tillie-linen-short/1315715TCS.html?dwvar_1315715TCS_color=WHT,W8I20E,$98,$49
Brielle Skirt,Cream,https://www.thereformation.com/products/brielle-skirt/1313795PNK.html?dwvar_1313795PNK_color=CRM,C18E1M,$168,$84
Brielle Skirt,Pink,https://www.thereformation.com/products/brielle-skirt/1313795PNK.html?dwvar_1313795PNK_color=PNK,P9N11,$168,$84
Remi Dress,Fresno,https://www.thereformation.com/products/remi-dress/1307173RLO.html?dwvar_1307173RLO_color=FNO,F18E19N15,$218,$109
Remi Dress,Lover,https://www.thereformation.com/products/remi-dress/1307173RLO.html?dwvar_1307173RLO_color=RLO,L15V5R,$218,$109
Amorette Linen Dress,Delicacy,https://www.thereformation.com/products/amorette-linen-dress/1314861DCY.html?dwvar_1314861DCY_color=DCY,D5L9C1C25,$198,$99
Amorette Linen Dress,Sunflower,https://www.thereformation.com/products/amorette-linen-dress/1314861DCY.html?dwvar_1314861DCY_color=SFW,S21N6L15W5R,$198,$99
Dasha Silk Dress,Algae Bloom,https://www.thereformation.com/products/dasha-silk-dress/1315938ALG.html?dwvar_1315938ALG_color=ALG,A12G1E2L15O13,$348,$104.40
Dasha Silk Dress,Morel,https://www.thereformation.com/products/dasha-silk-dress/1315938ALG.html?dwvar_1315938ALG_color=MOR,M15R5L,$348,$104.40
Cherrie Dress,Horizon,https://www.thereformation.com/products/cherrie-dress/1316047HZN.html?dwvar_1316047HZN_color=HZN,H15R9Z15N,$248,$74.40
Cherrie Dress,White,https://www.thereformation.com/products/cherrie-dress/1316047HZN.html?dwvar_1316047HZN_color=WHT,W8I20E,$248,$74.40
Lupe Knit Dress,Black,https://www.thereformation.com/products/lupe-knit-dress/1315439USG.html?dwvar_1315439USG_color=BLK,B12A3K,$218,$65.40
Lupe Knit Dress,Sugar,https://www.thereformation.com/products/lupe-knit-dress/1315439USG.html?dwvar_1315439USG_color=USG,S21G1R,$218,$65.40
Annalisa Dress,Azul,https://www.thereformation.com/products/annalisa-dress/1315857CXY.html?dwvar_1315857CXY_color=AZZ,A26U12,$298,$89.40
Annalisa Dress,Cayo,https://www.thereformation.com/products/annalisa-dress/1315857CXY.html?dwvar_1315857CXY_color=CXY,C1Y15,$298,$89.40
Nadira Dress,Countryside,https://www.thereformation.com/products/nadira-dress/1310624HVY.html?dwvar_1310624HVY_color=CSW,C15U14T18Y19I4,$278,$139
Nadira Dress,Heavenly,https://www.thereformation.com/products/nadira-dress/1310624HVY.html?dwvar_1310624HVY_color=HVY,H5A22E14L25,$278,$139
Nadira Dress,Malia,https://www.thereformation.com/products/nadira-dress/1310624HVY.html?dwvar_1310624HVY_color=MAL,M1L9A,$278,$139
Alana Two Piece,Kelly Green,https://www.thereformation.com/products/alana-two-piece/1315882KLG.html?dwvar_1315882KLG_color=KLG,K5L12Y7R5E14,$278,$83.40
Alana Two Piece,Tomato Check,https://www.thereformation.com/products/alana-two-piece/1315882KLG.html?dwvar_1315882KLG_color=TCK,T15M1T15C8E3,$278,$83.40
Elly Dress,Black,https://www.thereformation.com/products/elly-dress/1311621WHT.html?dwvar_1311621WHT_color=BLK,B12A3K,$278,$139
Elly Dress,Chianti,https://www.thereformation.com/products/elly-dress/1311621WHT.html?dwvar_1311621WHT_color=CHN,C8I1N20I,$278,$139
Elly Dress,White,https://www.thereformation.com/products/elly-dress/1311621WHT.html?dwvar_1311621WHT_color=WHT,W8I20E,$278,$139
Nila Long Denim Skirt,Galway,https://www.thereformation.com/products/nila-long-denim-skirt/1311890NME.html?dwvar_1311890NME_color=GWY,G1L23A25,$168,$84
Nila Long Denim Skirt,Nome,https://www.thereformation.com/products/nila-long-denim-skirt/1311890NME.html?dwvar_1311890NME_color=NME,N15M5,$168,$84
Adina Low Waist Skirt,Black,https://www.thereformation.com/products/adina-low-waist-skirt/1314923USG.html?dwvar_1314923USG_color=BLK,B12A3K,$148,$74
Adina Low Waist Skirt,Cayo,https://www.thereformation.com/products/adina-low-waist-skirt/1314923USG.html?dwvar_1314923USG_color=CXY,C1Y15,$148,$74
Adina Low Waist Skirt,Sugar,https://www.thereformation.com/products/adina-low-waist-skirt/1314923USG.html?dwvar_1314923USG_color=USG,S21G1R,$148,$74
Alana Two Piece,Kelly Green,https://www.thereformation.com/products/alana-two-piece/1315882TCK.html?dwvar_1315882TCK_color=KLG,K5L12Y7R5E14,$278,$83.40
Alana Two Piece,Tomato Check,https://www.thereformation.com/products/alana-two-piece/1315882TCK.html?dwvar_1315882TCK_color=TCK,T15M1T15C8E3,$278,$83.40
Elowyn Dress,Icy Seafoam,https://www.thereformation.com/products/elowyn-dress/1315456ISF.html?dwvar_1315456ISF_color=ISF,I3Y19E1F15A13,$448,$134.40
Elowyn Dress,Lavender,https://www.thereformation.com/products/elowyn-dress/1315456ISF.html?dwvar_1315456ISF_color=LAV,L1V5N4E18,$448,$134.40
Mariska Dress,Chianti,https://www.thereformation.com/products/mariska-dress/1315427CHN.html?dwvar_1315427CHN_color=CHN,C8I1N20I,$278,$83.40
Mariska Dress,Ochre,https://www.thereformation.com/products/mariska-dress/1315427CHN.html?dwvar_1315427CHN_color=OCR,O3H18E,$278,$83.40
Mariska Dress,Silver Turquoise,https://www.thereformation.com/products/mariska-dress/1315427CHN.html?dwvar_1315427CHN_color=STQ,S9L22E18T21R17,$278,$83.40
Aviana Dress,Black,https://www.thereformation.com/products/aviana-dress/1314899BLK.html?dwvar_1314899BLK_color=BLK,B12A3K,$218,$109
Aviana Dress,Crystalline,https://www.thereformation.com/products/aviana-dress/1314899BLK.html?dwvar_1314899BLK_color=CRY,C18Y19T1L12I14,$218,$109
Maves Dress,Almond,https://www.thereformation.com/products/maves-dress/1311870CHR.html?dwvar_1311870CHR_color=ALO,A12M15N4,$298,$89.40
Maves Dress,Black,https://www.thereformation.com/products/maves-dress/1311870CHR.html?dwvar_1311870CHR_color=BLK,B12A3K,$298,$89.40
Maves Dress,Cherry,https://www.thereformation.com/products/maves-dress/1311870CHR.html?dwvar_1311870CHR_color=CHR,C8E18R25,$298,$89.40
Maves Dress,Moonlight Velvet,https://www.thereformation.com/products/maves-dress/1311870CHR.html?dwvar_1311870CHR_color=MOV,M15O14L9G8T22,$298,$89.40
Remi Cropped Linen Pant,Sundried Tomato,https://www.thereformation.com/products/remi-cropped-linen-pant/1314955VND.html?dwvar_1314955VND_color=SDM,S21N4R9E4T15,$178,$53.40
Remi Cropped Linen Pant,Vineyard,https://www.thereformation.com/products/remi-cropped-linen-pant/1314955VND.html?dwvar_1314955VND_color=VND,V9N5Y1R4,$178,$53.40
Remi Cropped Linen Pant,White,https://www.thereformation.com/products/remi-cropped-linen-pant/1314955VND.html?dwvar_1314955VND_color=WHT,W8I20E,$178,$53.40
Catarina Dress,Cream Dot,https://www.thereformation.com/products/catarina-dress/1310695VBC.html?dwvar_1310695VBC_color=DCD,C18E1M4O20,$218,$109
Catarina Dress,Brava,https://www.thereformation.com/products/catarina-dress/1310695VBC.html?dwvar_1310695VBC_color=RAV,B18A22A,$218,$109
Catarina Dress,Slate Check,https://www.thereformation.com/products/catarina-dress/1310695VBC.html?dwvar_1310695VBC_color=STC,S12A20E3H5C11,$218,$109
Catarina Dress,Vintage Blue Check,https://www.thereformation.com/products/catarina-dress/1310695VBC.html?dwvar_1310695VBC_color=VBC,V9N20A7E2L21,$218,$109
Catarina Dress,White,https://www.thereformation.com/products/catarina-dress/1310695VBC.html?dwvar_1310695VBC_color=WHT,W8I20E,$218,$109
Elowyn Dress,Icy Seafoam,https://www.thereformation.com/products/elowyn-dress/1315456LAV.html?dwvar_1315456LAV_color=ISF,I3Y19E1F15A13,$448,$134.40
Elowyn Dress,Lavender,https://www.thereformation.com/products/elowyn-dress/1315456LAV.html?dwvar_1315456LAV_color=LAV,L1V5N4E18,$448,$134.40
Aurelia Skirt,Blue Tweed,https://www.thereformation.com/products/aurelia-skirt/1314633WHT.html?dwvar_1314633WHT_color=TWB,B12U5T23E5D,$168,$84
Aurelia Skirt,White,https://www.thereformation.com/products/aurelia-skirt/1314633WHT.html?dwvar_1314633WHT_color=WHT,W8I20E,$168,$84
Valli Linen Dress,Nectarine,https://www.thereformation.com/products/valli-linen-dress/1315935WHT.html?dwvar_1315935WHT_color=NCE,N5C20A18I14E,$228,$68.40
Valli Linen Dress,Parisian Blue,https://www.thereformation.com/products/valli-linen-dress/1315935WHT.html?dwvar_1315935WHT_color=PNB,P1R9S9A14B12,$228,$68.40
Valli Linen Dress,White,https://www.thereformation.com/products/valli-linen-dress/1315935WHT.html?dwvar_1315935WHT_color=WHT,W8I20E,$228,$68.40
Magnus Dress,Patience,https://www.thereformation.com/products/magnus-dress/1312571SDR.html?dwvar_1312571SDR_color=PTN,P1T9E14C5,$298,$89.40
Magnus Dress,Snapdragon,https://www.thereformation.com/products/magnus-dress/1312571SDR.html?dwvar_1312571SDR_color=SDR,S14A16D18A7O14,$298,$89.40
Magnus Dress,Tea Garden,https://www.thereformation.com/products/magnus-dress/1312571SDR.html?dwvar_1312571SDR_color=TEA,T5A7A18D5N,$298,$89.40
Eydie Dress,Black,https://www.thereformation.com/products/eydie-dress/1314687WHT.html?dwvar_1314687WHT_color=BLK,B12A3K,$248,$99.20
Eydie Dress,White,https://www.thereformation.com/products/eydie-dress/1314687WHT.html?dwvar_1314687WHT_color=WHT,W8I20E,$248,$99.20
Willene Dress,Charcoal,https://www.thereformation.com/products/willene-dress/1313652SSO.html?dwvar_1313652SSO_color=CHC,C8A18C15A12,$248,$124
Willene Dress,Espresso,https://www.thereformation.com/products/willene-dress/1313652SSO.html?dwvar_1313652SSO_color=SSO,E19P18E19S15,$248,$124
Mariska Dress,Chianti,https://www.thereformation.com/products/mariska-dress/1315427OCR.html?dwvar_1315427OCR_color=CHN,C8I1N20I,$278,$83.40
Mariska Dress,Ochre,https://www.thereformation.com/products/mariska-dress/1315427OCR.html?dwvar_1315427OCR_color=OCR,O3H18E,$278,$83.40
Mariska Dress,Silver Turquoise,https://www.thereformation.com/products/mariska-dress/1315427OCR.html?dwvar_1315427OCR_color=STQ,S9L22E18T21R17,$278,$83.40
Emery Linen Top,Lipstick,https://www.thereformation.com/products/emery-linen-top/1315681WHT.html?dwvar_1315681WHT_color=LPS,L9P19T9C11,$168,$50.40
Emery Linen Top,White,https://www.thereformation.com/products/emery-linen-top/1315681WHT.html?dwvar_1315681WHT_color=WHT,W8I20E,$168,$50.40
Canice Dress,Ivory Lace,https://www.thereformation.com/products/canice-dress/1313932IVS.html?dwvar_1313932IVS_color=IVS,I22O18Y12A3E,$298,$89.40
Canice Dress,Black Lace,https://www.thereformation.com/products/canice-dress/1313932IVS.html?dwvar_1313932IVS_color=LCK,B12A3K12A3E,$298,$89.40
Petites Blanca Skirt,Pink Black Embellished,https://www.thereformation.com/products/petites-blanca-skirt/1315691GES.html?dwvar_1315691GES_color=BEM,P9N11B12A3K5,$198,$59.40
Petites Blanca Skirt,Black Green Embellished,https://www.thereformation.com/products/petites-blanca-skirt/1315691GES.html?dwvar_1315691GES_color=GES,B12A3K7R5E14,$198,$59.40
Reia Linen Dress,Black,https://www.thereformation.com/products/reia-linen-dress/1313223DHB.html?dwvar_1313223DHB_color=BLK,B12A3K,$228,$114
Reia Linen Dress,Dried Herbs,https://www.thereformation.com/products/reia-linen-dress/1313223DHB.html?dwvar_1313223DHB_color=DHB,D18I5D8E18B19,$228,$114
Reia Linen Dress,Jodie,https://www.thereformation.com/products/reia-linen-dress/1313223DHB.html?dwvar_1313223DHB_color=JOD,J15D9E,$228,$114
Reia Linen Dress,White,https://www.thereformation.com/products/reia-linen-dress/1313223DHB.html?dwvar_1313223DHB_color=WHT,W8I20E,$228,$114
Zada Dress,Black,https://www.thereformation.com/products/zada-dress/1313812BLK.html?dwvar_1313812BLK_color=BLK,B12A3K,$228,$68.40
Zada Dress,Ivory,https://www.thereformation.com/products/zada-dress/1313812BLK.html?dwvar_1313812BLK_color=IVO,I22O18Y,$228,$68.40
Carolena Dress,Frolic,https://www.thereformation.com/products/carolena-dress/1307960FRO.html?dwvar_1307960FRO_color=FRO,F18O12I3,$248,$124
Carolena Dress,Meryl,https://www.thereformation.com/products/carolena-dress/1307960FRO.html?dwvar_1307960FRO_color=MMY,M5R25L,$248,$124
Zoe Skirt,Black,https://www.thereformation.com/products/zoe-skirt/1303173BTZ.html?dwvar_1303173BTZ_color=BLK,B12A3K,$158,$47.40
Zoe Skirt,Beatriz,https://www.thereformation.com/products/zoe-skirt/1303173BTZ.html?dwvar_1303173BTZ_color=BTZ,B5A20R9Z,$158,$47.40
Zoe Skirt,Caviar Dot,https://www.thereformation.com/products/zoe-skirt/1303173BTZ.html?dwvar_1303173BTZ_color=CVD,C1V9A18D15T,$158,$47.40
Zoe Skirt,Eliza,https://www.thereformation.com/products/zoe-skirt/1303173BTZ.html?dwvar_1303173BTZ_color=ELZ,E12I26A,$158,$47.40
Zoe Skirt,Last Tango,https://www.thereformation.com/products/zoe-skirt/1303173BTZ.html?dwvar_1303173BTZ_color=LTG,L1S20T1N7O,$158,$47.40
Zoe Skirt,Marie,https://www.thereformation.com/products/zoe-skirt/1303173BTZ.html?dwvar_1303173BTZ_color=MRE,M1R9E,$158,$47.40
Zoe Skirt,Tempo,https://www.thereformation.com/products/zoe-skirt/1303173BTZ.html?dwvar_1303173BTZ_color=TMZ,T5M16O,$158,$47.40
Antonia Bra,Black,https://www.thereformation.com/products/antonia-bra/1315425BLK.html?dwvar_1315425BLK_color=BLK,B12A3K,$98,$29.40
Antonia Bra,Light Pink,https://www.thereformation.com/products/antonia-bra/1315425BLK.html?dwvar_1315425BLK_color=LTP,L9G8T16I14K,$98,$29.40
Cynthia High Rise Straight Cropped Jeans,Lanier,https://www.thereformation.com/products/cynthia-high-rise-straight-cropped-jeans/1304447VVA.html?dwvar_1304447VVA_color=IER,L1N9E18,$168,$84
Cynthia High Rise Straight Cropped Jeans,Ondine,https://www.thereformation.com/products/cynthia-high-rise-straight-cropped-jeans/1304447VVA.html?dwvar_1304447VVA_color=NDN,O14D9N5,$168,$84
Cynthia High Rise Straight Cropped Jeans,Colorado,https://www.thereformation.com/products/cynthia-high-rise-straight-cropped-jeans/1304447VVA.html?dwvar_1304447VVA_color=OLO,C15L15R1D15,$168,$84
Cynthia High Rise Straight Cropped Jeans,Vana,https://www.thereformation.com/products/cynthia-high-rise-straight-cropped-jeans/1304447VVA.html?dwvar_1304447VVA_color=VVA,V1N1,$168,$84
Jacques Long Fitted Blazer,Chocolate Brown,https://www.thereformation.com/products/jacques-long-fitted-blazer/1313283GTP.html?dwvar_1313283GTP_color=CCW,C8O3O12A20E2,$298,$89.40
Jacques Long Fitted Blazer,Grey Pinstripe,https://www.thereformation.com/products/jacques-long-fitted-blazer/1313283GTP.html?dwvar_1313283GTP_color=GTP,G18E25P9N19T18,$298,$89.40
Danika Dress Es,Palm Green,https://www.thereformation.com/products/danika-dress-es/1312515PRN.html?dwvar_1312515PRN_color=PAG,P1L13G18E5N,$248,$74.40
Danika Dress Es,Prune,https://www.thereformation.com/products/danika-dress-es/1312515PRN.html?dwvar_1312515PRN_color=PRN,P18U14E,$248,$74.40
Satori Linen Dress,Avocado,https://www.thereformation.com/products/satori-linen-dress/1314984AVO.html?dwvar_1314984AVO_color=AVO,A22O3A4O,$278,$139
Satori Linen Dress,Blood Orange,https://www.thereformation.com/products/satori-linen-dress/1314984AVO.html?dwvar_1314984AVO_color=BOG,B12O15D15R1N7,$278,$139
Satori Linen Dress,Cafe,https://www.thereformation.com/products/satori-linen-dress/1314984AVO.html?dwvar_1314984AVO_color=CAF,C1F5,$278,$139
Luella Dress,Black,https://www.thereformation.com/products/luella-dress/1314880USG.html?dwvar_1314880USG_color=BLK,B12A3K,$248,$124
Luella Dress,Sugar,https://www.thereformation.com/products/luella-dress/1314880USG.html?dwvar_1314880USG_color=USG,S21G1R,$248,$124
Madrigal Satin Dress,Artichoke,https://www.thereformation.com/products/madrigal-satin-dress/1312677AKO.html?dwvar_1312677AKO_color=AKO,A18T9C8O11E,$278,$83.40
Madrigal Satin Dress,Black,https://www.thereformation.com/products/madrigal-satin-dress/1312677AKO.html?dwvar_1312677AKO_color=BLK,B12A3K,$278,$83.40
Lanie Linen Dress,Parisian Blue,https://www.thereformation.com/products/lanie-linen-dress/1315871WHT.html?dwvar_1315871WHT_color=PNB,P1R9S9A14B12,$218,$65.40
Lanie Linen Dress,White,https://www.thereformation.com/products/lanie-linen-dress/1315871WHT.html?dwvar_1315871WHT_color=WHT,W8I20E,$218,$65.40
Poppy Ribbed Mini Dress,Shitake,https://www.thereformation.com/products/poppy-ribbed-mini-dress/1315189GSS.html?dwvar_1315189GSS_color=AKE,S8I20A11E,$198,$99
Poppy Ribbed Mini Dress,Gossamer,https://www.thereformation.com/products/poppy-ribbed-mini-dress/1315189GSS.html?dwvar_1315189GSS_color=GSS,G15S19A13E18,$198,$99
